OBJECT_COUNT,MS
0,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.071271
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.026799
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.027006
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.040829
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023042
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.023067
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.029753
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.021208
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.023234
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
20,0.035409
