OBJECT_COUNT,MS
0,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.022775
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.048894
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.021123
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.019754
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.021816
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.023824
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.035935
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.019308
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.027742
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.030462
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.032709
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.053334
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.045688
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.056189
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
1599,0.052302
